Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
40.0,Non-Travel,1479.0,Sales,24.0,3,Life Sciences,2.0,Female,100.0,4.0,4.0,Sales Executive,2.0,Single,13194.0,17071.0,4.0,Y,Yes,16.0,3.0,4.0,80.0,0,22.0,2.0,2.0,1.0,0.0,0.0,0.0,Yes
47.0,Travel_Frequently,1379.0,Research & Development,16.0,4,Medical,3.0,Male,64.0,4.0,2.0,Manufacturing Director,3.0,Divorced,5067.0,6759.0,1.0,Y,Yes,19.0,3.0,3.0,80.0,0,20.0,3.0,4.0,19.0,10.0,2.0,7.0,No
36.0,Non-Travel,1229.0,Sales,8.0,4,Technical Degree,1.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Divorced,5079.0,25952.0,4.0,Y,No,13.0,3.0,4.0,80.0,2,12.0,3.0,3.0,7.0,7.0,0.0,7.0,No
31.0,Non-Travel,335.0,Research & Development,9.0,2,Medical,3.0,Male,46.0,2.0,1.0,Research Scientist,1.0,Single,2321.0,10322.0,0.0,Y,Yes,22.0,4.0,1.0,80.0,0,4.0,0.0,3.0,3.0,2.0,1.0,2.0,Yes
33.0,Non-Travel,722.0,Sales,17.0,3,Life Sciences,4.0,Male,38.0,3.0,4.0,Manager,3.0,Single,17444.0,20489.0,1.0,Y,No,11.0,3.0,4.0,80.0,0,10.0,2.0,3.0,10.0,8.0,6.0,0.0,No
29.0,Travel_Rarely,906.0,Research & Development,10.0,3,Life Sciences,4.0,Female,92.0,2.0,1.0,Research Scientist,1.0,Single,2404.0,11479.0,6.0,Y,Yes,20.0,4.0,3.0,80.0,0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,Yes
33.0,Travel_Rarely,461.0,Research & Development,13.0,1,Life Sciences,2.0,Female,53.0,3.0,1.0,Research Scientist,4.0,Single,3452.0,17241.0,3.0,Y,No,18.0,3.0,1.0,80.0,0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,No
45.0,Travel_Rarely,974.0,Research & Development,1.0,4,Medical,4.0,Female,91.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2270.0,11005.0,3.0,Y,No,14.0,3.0,4.0,80.0,2,8.0,2.0,3.0,5.0,3.0,0.0,2.0,No
50.0,Travel_Rarely,1126.0,Research & Development,1.0,2,Medical,4.0,Male,66.0,3.0,4.0,Research Director,4.0,Divorced,17399.0,6615.0,9.0,Y,No,22.0,4.0,3.0,80.0,1,32.0,1.0,2.0,5.0,4.0,1.0,3.0,No
33.0,Travel_Frequently,827.0,Research & Development,1.0,4,Other,3.0,Female,84.0,4.0,2.0,Healthcare Representative,2.0,Married,5488.0,20161.0,1.0,Y,Yes,13.0,3.0,1.0,80.0,1,6.0,2.0,3.0,6.0,5.0,1.0,2.0,No
41.0,Travel_Frequently,840.0,Research & Development,9.0,3,Medical,1.0,Male,64.0,3.0,5.0,Research Director,3.0,Divorced,19419.0,3735.0,2.0,Y,No,17.0,3.0,2.0,80.0,1,21.0,2.0,4.0,18.0,16.0,0.0,11.0,No
27.0,Travel_Rarely,1134.0,Research & Development,16.0,4,Technical Degree,3.0,Female,37.0,3.0,1.0,Laboratory Technician,2.0,Married,2811.0,12086.0,9.0,Y,No,14.0,3.0,2.0,80.0,1,4.0,2.0,3.0,2.0,2.0,2.0,2.0,No
45.0,Non-Travel,248.0,Research & Development,23.0,2,Life Sciences,4.0,Male,42.0,3.0,2.0,Laboratory Technician,1.0,Married,3633.0,14039.0,1.0,Y,Yes,15.0,3.0,3.0,80.0,1,9.0,2.0,3.0,9.0,8.0,0.0,8.0,No
47.0,Travel_Rarely,955.0,Sales,4.0,2,Life Sciences,4.0,Female,83.0,3.0,2.0,Sales Executive,4.0,Single,4163.0,8571.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,0,9.0,0.0,3.0,9.0,0.0,0.0,7.0,No
30.0,Travel_Rarely,138.0,Research & Development,22.0,3,Life Sciences,1.0,Female,48.0,3.0,1.0,Research Scientist,3.0,Married,2132.0,11539.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,0,7.0,2.0,3.0,5.0,2.0,0.0,1.0,Yes
50.0,Travel_Rarely,939.0,Research & Development,24.0,3,Life Sciences,4.0,Male,95.0,3.0,4.0,Manufacturing Director,3.0,Married,13973.0,4161.0,3.0,Y,Yes,18.0,3.0,4.0,80.0,1,22.0,2.0,3.0,12.0,11.0,1.0,5.0,No
38.0,Travel_Frequently,1391.0,Research & Development,10.0,1,Medical,3.0,Male,66.0,3.0,1.0,Research Scientist,3.0,Married,2684.0,12127.0,0.0,Y,No,17.0,3.0,2.0,80.0,1,3.0,0.0,2.0,2.0,1.0,0.0,2.0,No
46.0,Travel_Rarely,566.0,Research & Development,7.0,2,Medical,4.0,Male,75.0,3.0,3.0,Manufacturing Director,3.0,Divorced,10845.0,24208.0,6.0,Y,No,13.0,3.0,2.0,80.0,1,13.0,3.0,3.0,8.0,7.0,0.0,7.0,No
24.0,Travel_Rarely,1206.0,Research & Development,17.0,1,Medical,4.0,Female,41.0,2.0,2.0,Manufacturing Director,3.0,Divorced,4377.0,24117.0,1.0,Y,No,15.0,3.0,2.0,80.0,2,5.0,6.0,3.0,4.0,2.0,3.0,2.0,No
35.0,Travel_Rarely,622.0,Research & Development,14.0,4,Other,3.0,Male,39.0,2.0,1.0,Laboratory Technician,2.0,Divorced,3743.0,10074.0,1.0,Y,Yes,24.0,4.0,4.0,80.0,1,5.0,2.0,1.0,4.0,2.0,0.0,2.0,Yes
31.0,Travel_Frequently,853.0,Research & Development,1.0,1,Life Sciences,3.0,Female,96.0,3.0,2.0,Manufacturing Director,1.0,Married,4148.0,11275.0,1.0,Y,No,12.0,3.0,3.0,80.0,1,4.0,1.0,3.0,4.0,3.0,0.0,3.0,No
18.0,Non-Travel,287.0,Research & Development,5.0,2,Life Sciences,2.0,Male,73.0,3.0,1.0,Research Scientist,4.0,Single,1051.0,13493.0,1.0,Y,No,15.0,3.0,4.0,80.0,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,No
54.0,Travel_Rarely,1441.0,Research & Development,17.0,3,Technical Degree,3.0,Female,56.0,3.0,3.0,Manufacturing Director,3.0,Married,10739.0,13943.0,8.0,Y,No,11.0,3.0,3.0,80.0,1,22.0,2.0,3.0,10.0,7.0,0.0,8.0,No
35.0,Travel_Rarely,583.0,Research & Development,25.0,4,Medical,3.0,Female,57.0,3.0,3.0,Healthcare Representative,3.0,Divorced,10388.0,6975.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,1,16.0,3.0,2.0,16.0,10.0,10.0,1.0,No
30.0,Travel_Rarely,153.0,Research & Development,8.0,2,Life Sciences,2.0,Female,73.0,4.0,3.0,Research Director,1.0,Married,11416.0,17802.0,0.0,Y,Yes,12.0,3.0,3.0,80.0,3,9.0,4.0,2.0,8.0,7.0,1.0,7.0,No
20.0,Travel_Rarely,1097.0,Research & Development,11.0,3,Medical,4.0,Female,98.0,2.0,1.0,Research Scientist,1.0,Single,2600.0,18275.0,1.0,Y,Yes,15.0,3.0,1.0,80.0,0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes
30.0,Travel_Frequently,109.0,Research & Development,5.0,3,Medical,2.0,Female,60.0,3.0,1.0,Laboratory Technician,2.0,Single,2422.0,25725.0,0.0,Y,No,17.0,3.0,1.0,80.0,0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,Yes
26.0,Travel_Rarely,1066.0,Research & Development,2.0,2,Medical,4.0,Male,32.0,4.0,2.0,Manufacturing Director,4.0,Married,5472.0,3334.0,1.0,Y,No,12.0,3.0,2.0,80.0,0,8.0,2.0,3.0,8.0,7.0,1.0,3.0,No
22.0,Travel_Rarely,217.0,Research & Development,8.0,1,Life Sciences,2.0,Male,94.0,1.0,1.0,Laboratory Technician,1.0,Married,2451.0,6881.0,1.0,Y,No,15.0,3.0,1.0,80.0,1,4.0,3.0,2.0,4.0,3.0,1.0,1.0,No
48.0,Travel_Rarely,277.0,Research & Development,6.0,3,Life Sciences,1.0,Male,97.0,2.0,2.0,Healthcare Representative,3.0,Single,4240.0,13119.0,2.0,Y,No,13.0,3.0,4.0,80.0,0,19.0,0.0,3.0,2.0,2.0,2.0,2.0,No
48.0,Travel_Rarely,1355.0,Research & Development,4.0,4,Life Sciences,3.0,Male,78.0,2.0,3.0,Healthcare Representative,3.0,Single,10999.0,22245.0,7.0,Y,No,14.0,3.0,2.0,80.0,0,27.0,3.0,3.0,15.0,11.0,4.0,8.0,No
41.0,Travel_Rarely,549.0,Research & Development,7.0,2,Medical,4.0,Female,42.0,3.0,2.0,Manufacturing Director,3.0,Single,5003.0,23371.0,6.0,Y,No,14.0,3.0,2.0,80.0,0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,No
39.0,Travel_Rarely,466.0,Research & Development,1.0,1,Life Sciences,4.0,Female,65.0,2.0,4.0,Manufacturing Director,4.0,Married,12742.0,7060.0,1.0,Y,No,16.0,3.0,3.0,80.0,1,21.0,3.0,3.0,21.0,6.0,11.0,8.0,No
27.0,Travel_Rarely,1055.0,Research & Development,2.0,4,Life Sciences,1.0,Female,47.0,3.0,2.0,Manufacturing Director,4.0,Married,4227.0,4658.0,0.0,Y,No,18.0,3.0,2.0,80.0,1,4.0,2.0,3.0,3.0,2.0,2.0,2.0,No
35.0,Travel_Rarely,802.0,Research & Development,10.0,3,Other,2.0,Male,45.0,3.0,1.0,Laboratory Technician,4.0,Divorced,3917.0,9541.0,1.0,Y,No,20.0,4.0,1.0,80.0,1,3.0,4.0,2.0,3.0,2.0,1.0,2.0,No
42.0,Travel_Rarely,265.0,Sales,5.0,2,Marketing,4.0,Male,90.0,3.0,5.0,Manager,3.0,Married,18303.0,7770.0,6.0,Y,No,13.0,3.0,2.0,80.0,0,21.0,3.0,4.0,1.0,0.0,0.0,0.0,No
50.0,Travel_Rarely,804.0,Research & Development,9.0,3,Life Sciences,1.0,Male,64.0,3.0,1.0,Laboratory Technician,4.0,Married,2380.0,20165.0,4.0,Y,No,18.0,3.0,2.0,80.0,0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,No
59.0,Travel_Rarely,715.0,Research & Development,2.0,3,Life Sciences,3.0,Female,69.0,2.0,4.0,Manufacturing Director,4.0,Single,13726.0,21829.0,3.0,Y,Yes,13.0,3.0,1.0,80.0,0,30.0,4.0,3.0,5.0,3.0,4.0,3.0,No
37.0,Travel_Rarely,1141.0,Research & Development,11.0,2,Medical,1.0,Female,61.0,1.0,2.0,Healthcare Representative,2.0,Married,4777.0,14382.0,5.0,Y,No,15.0,3.0,1.0,80.0,0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,Yes
55.0,Travel_Frequently,135.0,Research & Development,18.0,4,Medical,3.0,Male,62.0,3.0,2.0,Healthcare Representative,2.0,Married,6385.0,12992.0,3.0,Y,Yes,14.0,3.0,4.0,80.0,2,17.0,3.0,3.0,8.0,7.0,6.0,7.0,No
41.0,Non-Travel,247.0,Research & Development,7.0,1,Life Sciences,2.0,Female,55.0,1.0,5.0,Research Director,3.0,Divorced,19973.0,20284.0,1.0,Y,No,22.0,4.0,2.0,80.0,2,21.0,3.0,3.0,21.0,16.0,5.0,10.0,No
38.0,Travel_Rarely,1035.0,Sales,3.0,4,Life Sciences,2.0,Male,42.0,3.0,2.0,Sales Executive,4.0,Single,6861.0,4981.0,8.0,Y,Yes,12.0,3.0,3.0,80.0,0,19.0,1.0,3.0,1.0,0.0,0.0,0.0,No
26.0,Non-Travel,265.0,Sales,29.0,2,Medical,2.0,Male,79.0,1.0,2.0,Sales Executive,1.0,Single,4969.0,21813.0,8.0,Y,No,18.0,3.0,4.0,80.0,0,7.0,6.0,3.0,2.0,2.0,2.0,2.0,Yes
52.0,Travel_Rarely,266.0,Sales,2.0,1,Marketing,1.0,Female,57.0,1.0,5.0,Manager,4.0,Married,19845.0,25846.0,1.0,Y,No,15.0,3.0,4.0,80.0,1,33.0,3.0,3.0,32.0,14.0,6.0,9.0,Yes
44.0,Travel_Rarely,1448.0,Sales,28.0,3,Medical,4.0,Female,53.0,4.0,4.0,Sales Executive,4.0,Married,13320.0,11737.0,3.0,Y,Yes,18.0,3.0,3.0,80.0,1,23.0,2.0,3.0,12.0,11.0,11.0,11.0,No
50.0,Non-Travel,145.0,Sales,1.0,3,Life Sciences,4.0,Female,95.0,3.0,2.0,Sales Executive,3.0,Married,6347.0,24920.0,0.0,Y,No,12.0,3.0,1.0,80.0,1,19.0,3.0,3.0,18.0,7.0,0.0,13.0,No
36.0,Travel_Rarely,885.0,Research & Development,16.0,4,Life Sciences,3.0,Female,43.0,4.0,1.0,Laboratory Technician,1.0,Single,2743.0,8269.0,1.0,Y,No,16.0,3.0,3.0,80.0,0,18.0,1.0,3.0,17.0,13.0,15.0,14.0,Yes
39.0,Travel_Frequently,945.0,Research & Development,22.0,3,Medical,4.0,Female,82.0,3.0,3.0,Manufacturing Director,1.0,Single,10880.0,5083.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,No
33.0,Non-Travel,1038.0,Sales,8.0,1,Life Sciences,2.0,Female,88.0,2.0,1.0,Sales Representative,4.0,Single,2342.0,21437.0,0.0,Y,No,19.0,3.0,4.0,80.0,0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,No
45.0,Travel_Rarely,1234.0,Sales,11.0,2,Life Sciences,4.0,Female,90.0,3.0,4.0,Manager,4.0,Married,17650.0,5404.0,3.0,Y,No,13.0,3.0,2.0,80.0,1,26.0,4.0,4.0,9.0,3.0,1.0,1.0,No
32.0,Non-Travel,1109.0,Research & Development,29.0,4,Medical,4.0,Female,69.0,3.0,1.0,Laboratory Technician,3.0,Single,4025.0,11135.0,9.0,Y,No,12.0,3.0,2.0,80.0,0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,No
34.0,Travel_Rarely,216.0,Sales,1.0,4,Marketing,2.0,Male,75.0,4.0,2.0,Sales Executive,4.0,Divorced,9725.0,12278.0,0.0,Y,No,11.0,3.0,4.0,80.0,1,16.0,2.0,2.0,15.0,1.0,0.0,9.0,No
59.0,Travel_Rarely,1089.0,Sales,1.0,2,Technical Degree,2.0,Male,66.0,3.0,3.0,Manager,4.0,Married,11904.0,11038.0,3.0,Y,Yes,14.0,3.0,3.0,80.0,1,14.0,1.0,1.0,6.0,4.0,0.0,4.0,No
45.0,Travel_Rarely,788.0,Human Resources,24.0,4,Medical,2.0,Male,36.0,3.0,1.0,Human Resources,2.0,Single,2177.0,8318.0,1.0,Y,No,16.0,3.0,1.0,80.0,0,6.0,3.0,3.0,6.0,3.0,0.0,4.0,No
53.0,Travel_Frequently,124.0,Sales,2.0,3,Marketing,3.0,Female,38.0,2.0,3.0,Sales Executive,2.0,Married,7525.0,23537.0,2.0,Y,No,12.0,3.0,1.0,80.0,1,30.0,2.0,3.0,15.0,7.0,6.0,12.0,No
36.0,Travel_Rarely,660.0,Research & Development,15.0,3,Other,1.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,4834.0,7858.0,7.0,Y,No,14.0,3.0,2.0,80.0,1,9.0,3.0,2.0,1.0,0.0,0.0,0.0,Yes
26.0,Travel_Frequently,342.0,Research & Development,2.0,3,Life Sciences,1.0,Male,57.0,3.0,1.0,Research Scientist,1.0,Married,2042.0,15346.0,6.0,Y,Yes,14.0,3.0,2.0,80.0,1,6.0,2.0,3.0,3.0,2.0,1.0,2.0,Yes
34.0,Travel_Rarely,1333.0,Sales,10.0,4,Life Sciences,3.0,Female,87.0,3.0,1.0,Sales Representative,3.0,Married,2220.0,18410.0,1.0,Y,Yes,19.0,3.0,4.0,80.0,1,1.0,2.0,3.0,1.0,1.0,0.0,0.0,No
28.0,Travel_Rarely,1144.0,Sales,10.0,1,Medical,4.0,Male,74.0,3.0,1.0,Sales Representative,2.0,Married,1052.0,23384.0,1.0,Y,No,22.0,4.0,2.0,80.0,0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,No
38.0,Travel_Frequently,1186.0,Research & Development,3.0,4,Other,3.0,Male,44.0,3.0,1.0,Research Scientist,3.0,Married,2821.0,2997.0,3.0,Y,No,16.0,3.0,1.0,80.0,1,8.0,2.0,3.0,2.0,2.0,2.0,2.0,No
50.0,Travel_Rarely,1464.0,Research & Development,2.0,4,Medical,2.0,Male,62.0,3.0,5.0,Research Director,3.0,Married,19237.0,12853.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1,29.0,2.0,2.0,8.0,1.0,7.0,7.0,No
37.0,Travel_Rarely,124.0,Research & Development,3.0,3,Other,4.0,Female,35.0,3.0,2.0,Healthcare Representative,2.0,Single,4107.0,13848.0,3.0,Y,No,15.0,3.0,1.0,80.0,0,8.0,3.0,2.0,4.0,3.0,0.0,1.0,No
40.0,Travel_Rarely,300.0,Sales,26.0,3,Marketing,3.0,Male,74.0,3.0,2.0,Sales Executive,1.0,Married,8396.0,22217.0,1.0,Y,No,14.0,3.0,2.0,80.0,1,8.0,3.0,2.0,7.0,7.0,7.0,5.0,No
26.0,Travel_Frequently,921.0,Research & Development,1.0,1,Medical,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2007.0,25265.0,1.0,Y,No,13.0,3.0,3.0,80.0,2,5.0,5.0,3.0,5.0,3.0,1.0,3.0,No
46.0,Travel_Rarely,430.0,Research & Development,1.0,4,Medical,4.0,Male,40.0,3.0,5.0,Research Director,4.0,Divorced,19627.0,21445.0,9.0,Y,No,17.0,3.0,4.0,80.0,2,23.0,0.0,3.0,2.0,2.0,2.0,2.0,No
54.0,Travel_Rarely,1082.0,Sales,2.0,4,Life Sciences,3.0,Female,41.0,2.0,3.0,Sales Executive,3.0,Married,10686.0,8392.0,6.0,Y,No,11.0,3.0,2.0,80.0,1,13.0,4.0,3.0,9.0,4.0,7.0,0.0,No
56.0,Travel_Frequently,1240.0,Research & Development,9.0,3,Medical,1.0,Female,63.0,3.0,1.0,Research Scientist,3.0,Married,2942.0,12154.0,2.0,Y,No,19.0,3.0,2.0,80.0,1,18.0,4.0,3.0,5.0,4.0,0.0,3.0,No
36.0,Travel_Rarely,796.0,Research & Development,12.0,5,Medical,4.0,Female,51.0,2.0,3.0,Manufacturing Director,4.0,Single,8858.0,15669.0,0.0,Y,No,11.0,3.0,2.0,80.0,0,15.0,2.0,2.0,14.0,8.0,7.0,8.0,No
55.0,Non-Travel,444.0,Research & Development,2.0,1,Medical,3.0,Male,40.0,2.0,4.0,Manager,1.0,Single,16756.0,17323.0,7.0,Y,No,15.0,3.0,2.0,80.0,0,31.0,3.0,4.0,9.0,7.0,6.0,2.0,No
43.0,Travel_Rarely,415.0,Sales,25.0,3,Medical,3.0,Male,79.0,2.0,3.0,Sales Executive,4.0,Divorced,10798.0,5268.0,5.0,Y,No,13.0,3.0,3.0,80.0,1,18.0,5.0,3.0,1.0,0.0,0.0,0.0,No
20.0,Travel_Frequently,769.0,Sales,9.0,3,Marketing,4.0,Female,54.0,3.0,1.0,Sales Representative,4.0,Single,2323.0,17205.0,1.0,Y,Yes,14.0,3.0,2.0,80.0,0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,Yes
21.0,Travel_Rarely,1334.0,Research & Development,10.0,3,Life Sciences,3.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Single,1416.0,17258.0,1.0,Y,No,13.0,3.0,1.0,80.0,0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,Yes
46.0,Travel_Rarely,1003.0,Research & Development,8.0,4,Life Sciences,4.0,Female,74.0,2.0,2.0,Research Scientist,1.0,Divorced,4615.0,21029.0,8.0,Y,Yes,23.0,4.0,1.0,80.0,3,19.0,2.0,3.0,16.0,13.0,1.0,7.0,No
51.0,Travel_Rarely,1323.0,Research & Development,4.0,4,Life Sciences,1.0,Male,34.0,3.0,1.0,Research Scientist,3.0,Married,2461.0,10332.0,9.0,Y,Yes,12.0,3.0,3.0,80.0,3,18.0,2.0,4.0,10.0,0.0,2.0,7.0,Yes
28.0,Non-Travel,1366.0,Research & Development,24.0,2,Technical Degree,2.0,Male,72.0,2.0,3.0,Healthcare Representative,1.0,Single,8722.0,12355.0,1.0,Y,No,12.0,3.0,1.0,80.0,0,10.0,2.0,2.0,10.0,7.0,1.0,9.0,Yes
26.0,Travel_Rarely,192.0,Research & Development,1.0,2,Medical,1.0,Male,59.0,2.0,1.0,Laboratory Technician,1.0,Married,3955.0,11141.0,1.0,Y,No,16.0,3.0,1.0,80.0,2,6.0,2.0,3.0,5.0,3.0,1.0,3.0,No
30.0,Travel_Rarely,1176.0,Research & Development,20.0,3,Other,3.0,Male,85.0,3.0,2.0,Manufacturing Director,1.0,Married,9957.0,9096.0,0.0,Y,No,15.0,3.0,3.0,80.0,1,7.0,1.0,2.0,6.0,2.0,0.0,2.0,No
41.0,Travel_Rarely,509.0,Research & Development,7.0,2,Technical Degree,2.0,Female,43.0,4.0,1.0,Research Scientist,3.0,Married,3376.0,18863.0,1.0,Y,No,13.0,3.0,3.0,80.0,0,10.0,3.0,3.0,10.0,6.0,0.0,8.0,No
38.0,Travel_Rarely,330.0,Research & Development,17.0,1,Life Sciences,3.0,Female,65.0,2.0,3.0,Healthcare Representative,3.0,Married,8823.0,24608.0,0.0,Y,No,18.0,3.0,1.0,80.0,1,20.0,4.0,2.0,19.0,9.0,1.0,9.0,No
40.0,Travel_Rarely,1492.0,Research & Development,20.0,4,Technical Degree,1.0,Male,61.0,3.0,3.0,Healthcare Representative,4.0,Married,10322.0,26542.0,4.0,Y,No,20.0,4.0,4.0,80.0,1,14.0,6.0,3.0,11.0,10.0,11.0,1.0,No
27.0,Non-Travel,1277.0,Research & Development,8.0,5,Life Sciences,1.0,Male,87.0,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,5869.0,1.0,Y,No,19.0,3.0,4.0,80.0,3,3.0,4.0,3.0,3.0,2.0,1.0,2.0,No
55.0,Travel_Frequently,1091.0,Research & Development,2.0,1,Life Sciences,4.0,Male,65.0,3.0,3.0,Manufacturing Director,2.0,Married,10976.0,15813.0,3.0,Y,No,18.0,3.0,2.0,80.0,1,23.0,4.0,3.0,3.0,2.0,1.0,2.0,No
28.0,Travel_Rarely,857.0,Research & Development,10.0,3,Other,3.0,Female,59.0,3.0,2.0,Research Scientist,3.0,Single,3660.0,7909.0,3.0,Y,No,13.0,3.0,4.0,80.0,0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,No
44.0,Travel_Rarely,1376.0,Human Resources,1.0,2,Medical,2.0,Male,91.0,2.0,3.0,Human Resources,1.0,Married,10482.0,2326.0,9.0,Y,No,14.0,3.0,4.0,80.0,1,24.0,1.0,3.0,20.0,6.0,3.0,6.0,Yes
33.0,Travel_Rarely,654.0,Research & Development,5.0,3,Life Sciences,4.0,Male,34.0,2.0,3.0,Healthcare Representative,4.0,Divorced,7119.0,21214.0,4.0,Y,No,15.0,3.0,3.0,80.0,1,9.0,2.0,3.0,3.0,2.0,1.0,2.0,No
35.0,Travel_Rarely,1204.0,Sales,4.0,3,Technical Degree,4.0,Male,86.0,3.0,3.0,Sales Executive,1.0,Single,9582.0,10333.0,0.0,Y,Yes,22.0,4.0,1.0,80.0,0,9.0,2.0,3.0,8.0,7.0,4.0,7.0,Yes
33.0,Travel_Frequently,827.0,Research & Development,29.0,4,Medical,1.0,Female,54.0,2.0,2.0,Research Scientist,3.0,Single,4508.0,3129.0,1.0,Y,No,22.0,4.0,2.0,80.0,0,14.0,4.0,3.0,13.0,7.0,3.0,8.0,Yes
28.0,Travel_Rarely,895.0,Research & Development,15.0,2,Life Sciences,1.0,Male,50.0,3.0,1.0,Laboratory Technician,3.0,Divorced,2207.0,22482.0,1.0,Y,No,16.0,3.0,4.0,80.0,1,4.0,5.0,2.0,4.0,2.0,2.0,2.0,No
34.0,Travel_Frequently,618.0,Research & Development,3.0,1,Life Sciences,1.0,Male,45.0,3.0,2.0,Healthcare Representative,4.0,Single,7756.0,22266.0,0.0,Y,No,17.0,3.0,3.0,80.0,0,7.0,1.0,2.0,6.0,2.0,0.0,4.0,No
37.0,Travel_Rarely,309.0,Sales,10.0,4,Life Sciences,4.0,Female,88.0,2.0,2.0,Sales Executive,4.0,Divorced,6694.0,24223.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,3,8.0,5.0,3.0,1.0,0.0,0.0,0.0,No
25.0,Travel_Rarely,1219.0,Research & Development,4.0,1,Technical Degree,4.0,Male,32.0,3.0,1.0,Laboratory Technician,4.0,Married,3691.0,4605.0,1.0,Y,Yes,15.0,3.0,2.0,80.0,1,7.0,3.0,4.0,7.0,7.0,5.0,6.0,Yes
26.0,Travel_Rarely,1330.0,Research & Development,21.0,3,Medical,1.0,Male,37.0,3.0,1.0,Laboratory Technician,3.0,Divorced,2377.0,19373.0,1.0,Y,No,20.0,4.0,3.0,80.0,1,1.0,0.0,2.0,1.0,1.0,0.0,0.0,Yes
33.0,Travel_Rarely,1017.0,Research & Development,25.0,3,Medical,1.0,Male,55.0,2.0,1.0,Research Scientist,2.0,Single,2313.0,2993.0,4.0,Y,Yes,20.0,4.0,2.0,80.0,0,5.0,0.0,3.0,2.0,2.0,2.0,2.0,Yes
42.0,Travel_Rarely,469.0,Research & Development,2.0,2,Medical,4.0,Male,35.0,3.0,4.0,Manager,1.0,Married,17665.0,14399.0,0.0,Y,No,17.0,3.0,4.0,80.0,1,23.0,3.0,3.0,22.0,6.0,13.0,7.0,No
28.0,Travel_Frequently,1009.0,Research & Development,1.0,3,Medical,1.0,Male,45.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2596.0,7160.0,1.0,Y,No,15.0,3.0,1.0,80.0,2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes
50.0,Travel_Frequently,959.0,Sales,1.0,4,Other,4.0,Male,81.0,3.0,2.0,Sales Executive,3.0,Single,4728.0,17251.0,3.0,Y,Yes,14.0,3.0,4.0,80.0,0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,Yes
33.0,Travel_Frequently,970.0,Sales,7.0,3,Life Sciences,4.0,Female,30.0,3.0,2.0,Sales Executive,2.0,Married,4302.0,13401.0,0.0,Y,No,17.0,3.0,3.0,80.0,1,4.0,3.0,3.0,3.0,2.0,0.0,2.0,No
34.0,Non-Travel,697.0,Research & Development,3.0,4,Life Sciences,3.0,Male,40.0,2.0,1.0,Research Scientist,4.0,Married,2979.0,22478.0,3.0,Y,No,17.0,3.0,4.0,80.0,3,6.0,2.0,3.0,0.0,0.0,0.0,0.0,No
48.0,Non-Travel,1262.0,Research & Development,1.0,4,Medical,1.0,Male,35.0,4.0,4.0,Manager,4.0,Single,16885.0,16154.0,2.0,Y,No,22.0,4.0,3.0,80.0,0,27.0,3.0,2.0,5.0,4.0,2.0,1.0,No
45.0,Non-Travel,1050.0,Sales,9.0,4,Life Sciences,2.0,Female,65.0,2.0,2.0,Sales Executive,3.0,Married,5593.0,17970.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,15.0,2.0,3.0,15.0,10.0,4.0,12.0,No
